yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,GMM_Cluster,GMM_Max_Probability
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+4,30,Once a month,Male,5,0.9999999999999858
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,18,Every three months,Female,5,0.9999999999999432
No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0,51,Once a year,Male,7,0.9998723012181437
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+2,35,Once a year,Male,2,0.9999999440098131
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+3,43,Once a week,Female,5,0.9999999881271472
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,56,Once a year,Female,7,0.9999999999063203
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+2,53,Once a week,Male,2,0.9997479123672843
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,47,Every three months,Female,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+2,65,Every three months,Male,5,0.9999999999999858
No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,51,Never,Male,4,0.9999996683857421
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,33,Once a month,Female,5,0.9999828688197381
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,61,Never,Male,5,0.9999999997524398
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,33,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,25,Once a month,Male,1,1.0
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,36,Never,Male,1,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,47,Once a month,Male,6,0.9999999999995985
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,59,Once a month,Female,6,0.9999999999990443
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,37,Once a year,Female,5,0.99999997234567
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,22,Once a month,Male,5,0.9999999999996625
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,48,Every three months,Male,7,0.9999448130082607
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+2,70,Once a year,Male,5,1.0
No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,51,Never,Male,2,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,23,Once a month,Female,4,0.9999997067537126
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,28,Every three months,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+4,39,Once a week,Male,5,0.9999999881271472
No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,62,Every three months,Female,4,0.9999999999999929
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a week,Female,5,0.9999828688197381
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,27,Every three months,Female,5,0.9999999942662754
No,Yes,No,No,No,Yes,No,No,No,No,No,-2,59,Every three months,Female,4,0.9999999999998899
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-3,65,Every three months,Male,7,0.9999996026592218
No,No,No,No,No,No,No,Yes,Yes,No,No,-4,54,Every three months,Female,0,0.9999999999993071
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,64,Every three months,Male,6,0.9999999999995985
Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,+2,49,Once a month,Female,6,0.9999999999789662
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I love it!+5,22,More than once a week,Female,5,0.9999999999997939
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,35,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,41,More than once a week,Female,5,0.9999999997524398
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,+1,32,Every three months,Male,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,24,Once a week,Female,5,0.9999999999999858
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,52,Once a week,Female,6,0.9999999999995026
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Once a year,Male,2,0.9999999440098131
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,38,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,43,Once a week,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,32,Once a year,Female,5,0.9999999999999432
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-1,38,Every three months,Male,2,0.9997479123672843
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,63,Never,Female,7,0.9999742942287393
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,46,Every three months,Female,6,0.9999999999958362
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,+3,29,Every three months,Female,5,1.0
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,61,Never,Female,3,0.999999999999595
Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,+2,47,Every three months,Male,0,0.9999999744098401
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,31,Once a month,Male,5,0.9999999997524398
No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a week,Male,4,0.9999999999999893
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,64,Every three months,Male,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,26,Once a month,Female,5,0.9999999999999432
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-1,55,Once a year,Female,7,0.9999996026592218
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,46,More than once a week,Female,5,0.9999999999999432
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,52,Once a month,Male,6,0.9999999999999218
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Never,Female,2,0.999986387260939
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,33,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,30,Once a month,Female,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,No,No,No,No,No,+3,46,Once a week,Female,4,0.9999996683857421
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,60,Once a year,Female,4,0.9999991978184772
Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+3,27,More than once a week,Male,6,0.9999999999999041
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,51,Every three months,Female,5,0.9999682912511245
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,41,Once a month,Female,6,0.9999999999995026
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,67,Once a month,Female,5,0.9999682912511245
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,63,Never,Female,3,0.999999999999595
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,65,Every three months,Female,6,0.9999999999958362
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,59,Once a month,Male,3,0.9999999991009716
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,34,Once a year,Female,5,0.9999999997524398
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,34,Once a year,Female,7,0.9999999978343652
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,53,Once a week,Female,5,0.9999999999999432
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,31,Once a week,Female,6,0.9999999999995985
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,58,Once a month,Female,6,0.9999999999995026
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,39,Once a week,Male,6,0.9999999999999218
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,66,Once a month,Male,5,0.9998067464186979
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,55,Once a month,Male,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,28,Once a month,Female,5,0.9999828688197381
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,I hate it!-5,34,Once a month,Female,0,0.999999677656525
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,24,Once a month,Male,5,0.9999828688197381
Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0,59,Every three months,Female,1,1.0
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,67,Every three months,Female,6,0.9999999999995026
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,+1,52,Once a month,Female,7,0.9999448130082607
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,41,Once a week,Male,0,0.999999999884948
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,37,Once a month,Female,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,18,Once a week,Male,5,0.9999999999999432
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a week,Male,6,0.9999999999995026
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,24,Once a week,Male,5,0.9999999999996625
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,More than once a week,Male,6,0.9999999999999218
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,40,Once a month,Male,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,20,Once a month,Male,5,0.9999999997524398
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,55,Every three months,Male,5,0.9999999999999858
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,18,Once a year,Female,0,0.9999979790412905
Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,42,Once a month,Male,0,0.9999998479375849
No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-4,47,Once a year,Female,2,0.9999999891653762
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,40,Every three months,Male,2,0.9997479123672843
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a month,Female,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,64,Once a month,Male,5,1.0
No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,-2,50,Every three months,Female,7,0.999996611415413
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,55,Once a week,Female,6,0.9999999999995026
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Female,2,0.9999364419893985
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,49,Once a year,Female,2,0.999986387260939
Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,0,49,Every three months,Male,6,0.9999995408326139
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,49,Once a week,Female,4,0.9999997067537126
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,50,Every three months,Male,2,0.999986387260939
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,65,Once a year,Male,6,0.9999999091818387
No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a week,Male,2,0.9981216257818291
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,36,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+4,31,More than once a week,Female,0,0.9999979790412905
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,25,Once a week,Female,5,0.9999999999999432
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,51,Once a month,Male,5,0.9999682912511245
No,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,41,Once a week,Male,3,0.9999997688285395
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,58,Once a year,Female,7,0.9999742942287393
No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,69,Once a month,Male,4,0.9999999999999982
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,22,Once a week,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,39,Once a month,Male,5,0.9999828688197381
No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,-2,58,Once a month,Female,7,0.9999999953647567
No,Yes,No,No,Yes,No,No,No,Yes,No,No,-1,47,Once a month,Male,3,0.9999987257443036
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,62,Once a week,Male,0,0.999999999884948
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,49,Once a month,Male,5,0.9999682912511245
No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-3,65,Once a year,Female,4,0.9999999999999982
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,39,Once a week,Female,6,0.9999999999995985
No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-3,33,Once a year,Female,7,0.9999999999979412
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+4,33,Once a week,Male,6,0.9999974429760854
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,64,Once a month,Male,0,0.999999999884948
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,18,Once a year,Male,7,0.9999999978343652
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,67,Once a month,Male,6,0.9999999999995985
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Once a year,Female,2,0.9999776649436288
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-4,56,Never,Female,7,0.9999999978343652
No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,I hate it!-5,36,Once a month,Female,7,0.9999998295723674
No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,+1,68,Once a year,Male,1,1.0
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+3,42,Once a month,Female,6,0.9999999999869935
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,39,Once a week,Male,6,0.9999974429760854
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,24,Once a month,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,38,Once a week,Female,5,0.9999999997524398
Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,I love it!+5,52,Once a week,Male,6,0.9999999399043968
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+2,43,Once a week,Female,6,0.9999999999995026
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,57,Every three months,Male,4,0.9999997067537126
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-4,59,Once a year,Female,7,0.9999996026592218
No,No,No,Yes,No,No,No,Yes,No,No,Yes,I hate it!-5,57,Never,Female,3,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,43,Every three months,Male,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,25,Once a week,Female,1,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,61,Every three months,Female,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a month,Female,5,0.9999999997524398
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,70,Once a year,Female,2,0.9999999440098131
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,54,Every three months,Male,7,0.9999742942287393
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,60,Every three months,Male,5,0.9998067464186979
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,59,Once a year,Male,7,0.9999827456372965
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,66,Never,Male,3,0.999999999999595
Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,+4,51,Once a week,Male,1,1.0
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,57,Once a month,Female,5,0.9999828688197381
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,61,Every three months,Female,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,+3,31,Once a month,Female,0,0.9999999946698397
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,27,Once a week,Male,5,0.9999999997524398
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,36,Once a week,Male,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Female,2,0.999986387260939
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,53,Every three months,Female,7,0.9999448130082607
No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,42,Once a year,Female,4,0.9999999999999893
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,50,Once a year,Female,7,0.9999999978343652
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,+2,51,Once a month,Female,4,0.9999991978184772
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,36,Never,Male,2,0.9999999440098131
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,-1,55,More than once a week,Female,5,0.9999935367592383
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,67,Every three months,Male,7,0.9999999999063203
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,56,Once a month,Male,6,0.9999999999999218
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,70,Once a year,Female,7,0.9999742942287393
No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I hate it!-5,58,Once a year,Female,7,1.0
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Never,Male,2,0.9999999440098131
No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,I hate it!-5,52,Once a year,Female,2,0.9999999982643857
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,61,Once a year,Female,5,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,33,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,30,Once a month,Female,5,0.9999999999999432
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,37,Every three months,Male,3,0.999999999999595
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,26,Every three months,Male,5,0.9999999997524398
No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,0,65,Once a year,Female,2,0.9308463639141147
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,38,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,29,Once a week,Female,5,0.9999682912511245
No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Never,Female,2,0.9996868253830918
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,21,Once a week,Male,4,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,35,Once a year,Female,4,0.9999997067537126
Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,27,Every three months,Male,2,1.0
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,19,Never,Male,2,0.9999999440098131
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,29,Every three months,Male,5,0.9999999999999858
Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,29,Once a week,Male,5,0.9999999981853023
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,29,Once a week,Male,5,0.9999999999999432
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,31,Once a week,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,36,Every three months,Male,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+1,48,Once a year,Female,7,0.9999999999087699
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,23,Every three months,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,35,Once a month,Male,5,0.9999999999999432
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,29,Never,Male,4,0.9999991978184772
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,52,Every three months,Female,7,0.9999999999087699
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,32,Once a week,Male,5,0.9999999999999432
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,39,Once a week,Female,4,0.9999997067537126
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,55,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,41,Once a week,Male,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,55,Never,Female,7,0.9999448130082607
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,29,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a week,Male,6,0.9999999999995026
Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,44,Once a week,Male,6,0.9999999999999378
No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,60,Every three months,Female,4,0.9999999999982343
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,40,Once a month,Female,5,0.9999828688197381
No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,45,Once a year,Female,7,0.999999364651708
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,37,Once a year,Female,7,0.9999742942287393
Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Male,6,0.9999999999999378
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+1,53,Once a month,Male,5,0.9999935367592383
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,33,Once a month,Male,2,0.999986387260939
No,Yes,No,Yes,No,Yes,No,No,No,No,No,-1,37,Every three months,Male,4,0.9999996683857421
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,33,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,I love it!+5,37,Once a week,Female,6,0.9999999999942979
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+1,57,Every three months,Male,5,1.0
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,53,Never,Female,2,0.9999364419893985
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,46,More than once a week,Female,6,0.9999999999958362
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,62,Every three months,Male,0,0.9999999595346488
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,53,Once a month,Female,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-1,53,Once a year,Male,4,0.9999991978184772
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,35,Once a month,Female,1,1.0
No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,-3,52,Once a year,Male,0,0.9999999999998894
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,23,Once a month,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,57,Never,Female,2,0.999986387260939
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,29,Once a week,Female,0,0.999999993779531
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,35,Once a year,Female,0,0.9999758658314297
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,44,Every three months,Male,2,0.9999999440098131
No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,I hate it!-5,57,Every three months,Female,7,0.9999999999979412
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,49,Once a month,Male,5,0.9999828688197381
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a month,Male,6,0.9999999999914913
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,50,Once a week,Male,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,69,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,55,Once a week,Male,6,0.9999999898062732
No,Yes,No,No,No,Yes,Yes,No,No,No,No,+2,44,Once a week,Female,4,0.9999999999996803
No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,+1,65,Once a year,Female,4,0.9999999999993499
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,+3,30,Every three months,Female,0,0.999999677656525
No,Yes,No,Yes,No,Yes,No,No,No,No,No,-2,70,Once a year,Female,4,0.9999996683857421
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-2,67,Every three months,Female,3,0.999999999999595
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,60,Every three months,Male,0,0.9999997331024036
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,31,Every three months,Female,5,0.9999999997524398
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,50,Once a week,Female,1,1.0
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,66,Once a year,Female,2,0.999986387260939
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,24,Once a month,Male,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+3,50,Once a month,Female,5,1.0
